game_id, win_result, home_pts, home_ ts_pct, home.fta, home.ft_pct, home.fg3a, home.fg3_pct, home.ast, home.tov, home.oreb, home.dreb, home.stl, home.blk, home.defl, home.lb_rec, home.cont_2, home.cont_3, home.defg_pct, home.off_rtg, home.def_rtg, home.pf, away.pts, away.ts_pct, away.fta, away.ft_pct, away.fg3a, away.fg3_pct, away.ast, away.tov, away.oreb, away.dreb, away.stl, away.blk, away.defl, away.lb_rec, away.cont_2, away.cont_3, away.defg_pct, away.off_rtg, away.def_rtg, away.pf
21700011,1,106.77,0.548,22.51,0.806,22.7,0.353,22.93,13.7,12.09,36.85,8.25,6.66,16.2,8.48,47.2,20.02,0.506,105.96,102.9,16.97,112.66,0.573,25.34,0.818,23.5,0.362,24.52,12.01,9.44,30.68,8.82,3.9,15.28,8.91,35.27,23.84,0.534,112.49,108.62,16.83
21700012,0,113.7,0.538,26.4,0.763,27.17,0.331,22.89,17.2,9.97,32.42,7.89,4.71,13.46,8.22,38.04,22.42,0.53,102.72,110.56,21.36,100.99,0.556,21.61,0.803,27.02,0.36,19.25,12.86,10.92,36.07,7.53,5.77,14.19,8.67,44.04,19.04,0.501,107.51,104.3,18.99
21700013,0,96.34,0.532,17.08,0.712,21.63,0.375,20.77,12.9,9.83,30.6,7.99,4.67,13.98,8.65,38.81,26.67,0.534,102.64,109.26,19.78,111.73,0.597,26.15,0.764,40.41,0.369,18.48,12.75,9.4,33.93,8.43,4.86,14.64,8.08,39.87,21.41,0.515,114.55,104.25,18.26
21700014,1,114.37,0.576,23.53,0.81,31.86,0.367,27.64,12.98,9.13,35.54,7.77,5.12,14.62,8.65,40.57,18.89,0.506,112.53,104.61,20.08,97.28,0.533,19.41,0.759,28.25,0.357,20.39,11.55,9.46,32.3,6.26,3.32,11.52,7.01,42.2,25.3,0.543,102.28,109.2,17.81
21700015,1,112.26,0.548,26.17,0.704,27.72,0.354,23.38,14.68,13.86,34.4,9.28,5.33,17.51,9.99,37.82,23.49,0.524,109.12,104.63,18.93,113.25,0.55,20.6,0.819,27.12,0.369,16.64,13.04,10.48,32.94,6.29,5.24,11.8,7.02,37.23,23.48,0.518,105.5,108.49,19.44
21700016,0,112.19,0.546,24.57,0.696,26.76,0.339,26.53,16.42,11.6,36.4,7.58,5.4,14.31,7.96,47.58,24.71,0.505,104.96,106.41,21.13,113.69,0.555,26.04,0.8,36.56,0.362,26.94,15.83,9.22,32.85,7.31,3.61,13.89,8.29,31.5,19.79,0.529,108.77,107.88,17.63
21700017,1,112.95,0.553,27.55,0.739,31.84,0.372,19.32,12.0,8.64,35.6,6.31,4.09,11.88,7.12,36.79,23.05,0.531,107.81,108.25,16.4,113.1,0.56,21.34,0.826,32.94,0.363,22.39,15.31,10.21,35.03,8.24,4.99,14.63,8.73,42.11,24.19,0.53,104.25,108.76,19.6
21700018,0,109.22,0.56,19.42,0.786,24.13,0.367,24.58,13.36,9.09,32.89,9.65,3.26,17.41,8.64,34.32,26.09,0.533,107.67,106.05,18.63,111.59,0.554,23.15,0.808,28.91,0.368,20.6,13.44,10.26,34.87,7.68,5.35,13.98,8.88,41.4,18.58,0.503,107.51,104.62,17.94
21700019,0,113.89,0.558,24.24,0.752,29.15,0.378,30.79,17.47,9.39,36.36,8.63,5.13,15.8,9.61,37.19,23.04,0.49,107.45,101.75,19.98,112.02,0.568,21.17,0.783,30.36,0.394,23.83,13.06,9.19,35.69,7.26,4.96,12.94,8.18,41.02,22.23,0.487,106.72,101.32,19.6
21700020,1,113.74,0.556,24.88,0.764,28.26,0.378,25.43,14.78,9.7,32.59,8.03,4.5,15.54,7.68,38.22,20.12,0.521,107.67,106.46,19.77,106.5,0.527,21.28,0.753,24.19,0.352,23.52,14.0,9.97,34.16,7.84,3.7,14.03,7.84,33.42,21.63,0.546,105.64,106.18,18.48
21700021,0,106.77,0.576,24.23,0.783,19.77,0.36,24.13,13.51,9.86,33.91,7.77,5.65,13.77,8.29,44.39,20.65,0.528,107.86,108.75,21.74,115.31,0.581,25.13,0.777,33.37,0.372,23.02,13.95,9.29,37.02,6.8,4.03,12.26,7.57,36.29,24.03,0.538,110.44,109.36,18.05
21700022,1,112.24,0.552,24.52,0.784,36.89,0.36,27.44,15.07,8.77,32.95,6.86,4.61,13.68,8.6,42.62,19.13,0.519,105.46,108.99,19.12,108.24,0.547,19.52,0.789,30.6,0.351,25.69,15.19,6.85,30.49,9.13,4.45,17.26,8.04,35.61,19.06,0.537,103.6,109.15,18.84
21700023,1,112.66,0.573,25.34,0.818,23.5,0.362,24.52,12.01,9.44,30.68,8.82,3.9,15.28,8.91,35.27,23.84,0.534,112.49,108.62,16.83,107.55,0.571,22.02,0.772,29.29,0.361,21.92,14.11,9.19,34.42,8.77,4.92,15.2,7.71,41.27,21.8,0.514,106.32,102.41,18.17
21700024,0,99.99,0.552,16.37,0.804,33.63,0.368,21.67,10.94,7.74,34.49,7.14,2.98,12.86,8.34,35.55,22.86,0.532,103.29,106.81,17.63,102.77,0.53,17.53,0.735,23.96,0.373,21.34,14.07,8.94,30.4,7.75,4.17,13.5,8.6,35.08,27.18,0.546,103.0,110.19,19.08
21700025,0,121.71,0.58,25.59,0.767,28.83,0.368,22.09,15.35,9.38,36.19,8.06,6.5,14.75,9.34,44.08,23.16,0.505,108.01,105.8,19.66,124.83,0.613,22.71,0.851,38.2,0.393,33.65,16.19,6.29,34.0,8.03,6.75,14.7,8.61,37.14,22.87,0.508,113.05,105.56,16.77
21700026,0,116.45,0.548,26.09,0.762,31.64,0.347,18.98,16.21,9.99,32.86,7.22,4.77,12.46,7.84,38.7,23.01,0.532,102.71,110.88,21.65,112.81,0.55,24.44,0.692,27.87,0.345,24.77,15.37,11.5,37.38,7.41,5.2,13.79,7.79,48.93,25.25,0.509,105.42,107.0,20.68
21700027,1,114.37,0.576,23.53,0.81,31.86,0.367,27.64,12.98,9.13,35.54,7.77,5.12,14.62,8.65,40.57,18.89,0.506,112.53,104.61,20.08,100.58,0.556,18.6,0.736,27.72,0.388,31.11,15.2,9.36,32.05,9.24,4.09,16.82,9.54,34.11,23.35,0.5,106.61,102.11,20.58
21700028,0,115.31,0.581,25.13,0.777,33.37,0.372,23.02,13.95,9.29,37.02,6.8,4.03,12.26,7.57,36.29,24.03,0.538,110.44,109.36,18.05,106.11,0.546,18.84,0.81,32.55,0.352,24.08,14.19,6.32,30.4,8.94,4.41,17.22,7.45,35.83,19.37,0.537,103.51,107.9,18.48
21700029,1,103.91,0.547,17.58,0.776,36.13,0.363,25.04,13.75,5.97,28.77,7.67,3.94,14.37,8.46,36.99,22.63,0.512,105.38,104.9,18.97,109.22,0.56,19.42,0.786,24.13,0.367,24.58,13.36,9.09,32.89,9.65,3.26,17.41,8.64,34.32,26.09,0.533,107.67,106.05,18.63
21700030,0,120.48,0.561,23.9,0.822,25.09,0.372,18.68,13.71,11.78,36.77,6.31,6.68,11.52,7.4,41.39,23.28,0.519,105.84,109.03,19.54,107.86,0.538,20.57,0.745,28.22,0.372,23.52,13.45,9.41,32.6,7.99,3.5,14.33,8.44,33.89,22.52,0.529,106.36,106.94,17.83
21700031,0,93.06,0.535,17.55,0.761,27.56,0.363,20.27,11.86,9.52,33.37,6.3,3.58,11.68,7.24,44.14,25.11,0.549,101.42,109.24,18.66,106.77,0.548,22.51,0.806,22.7,0.353,22.93,13.7,12.09,36.85,8.25,6.66,16.2,8.48,47.2,20.02,0.506,105.96,102.9,16.97
21700032,1,111.52,0.594,25.39,0.774,42.36,0.365,18.37,12.97,9.4,33.61,8.97,4.75,15.0,8.15,37.14,20.77,0.517,114.08,105.16,17.4,100.66,0.553,16.17,0.803,35.6,0.365,21.53,10.29,6.98,32.27,6.39,2.96,11.23,8.05,35.37,23.43,0.536,103.9,106.74,17.04
21700033,1,108.5,0.535,27.15,0.802,31.75,0.339,26.14,14.81,6.06,28.39,7.63,4.38,15.2,7.78,31.87,23.54,0.506,102.73,107.26,21.43,123.29,0.609,21.4,0.865,41.47,0.392,32.55,15.49,4.9,31.88,7.8,5.24,13.81,8.55,31.88,21.17,0.511,112.17,106.52,15.83
21700034,1,106.77,0.576,24.23,0.783,19.77,0.36,24.13,13.51,9.86,33.91,7.77,5.65,13.77,8.29,44.39,20.65,0.528,107.86,108.75,21.74,111.59,0.554,23.15,0.808,28.91,0.368,20.6,13.44,10.26,34.87,7.68,5.35,13.98,8.88,41.4,18.58,0.503,107.51,104.62,17.94
21700035,1,112.21,0.566,23.33,0.761,29.73,0.368,27.35,15.28,10.74,32.41,8.15,5.06,15.85,8.92,39.17,22.69,0.536,110.87,108.82,17.86,102.77,0.53,17.53,0.735,23.96,0.373,21.34,14.07,8.94,30.4,7.75,4.17,13.5,8.6,35.08,27.18,0.546,103.0,110.19,19.08
21700036,1,101.8,0.574,21.84,0.764,26.32,0.357,22.73,14.34,9.63,36.85,8.85,5.15,15.8,7.99,42.23,22.0,0.504,106.28,101.23,18.7,112.26,0.548,26.17,0.704,27.72,0.354,23.38,14.68,13.86,34.4,9.28,5.33,17.51,9.99,37.82,23.49,0.524,109.12,104.63,18.93
21700037,1,113.69,0.555,26.04,0.8,36.56,0.362,26.94,15.83,9.22,32.85,7.31,3.61,13.89,8.29,31.5,19.79,0.529,108.77,107.88,17.63,113.7,0.538,26.4,0.763,27.17,0.331,22.89,17.2,9.97,32.42,7.89,4.71,13.46,8.22,38.04,22.42,0.53,102.72,110.56,21.36
21700038,1,112.24,0.552,24.52,0.784,36.89,0.36,27.44,15.07,8.77,32.95,6.86,4.61,13.68,8.6,42.62,19.13,0.519,105.46,108.99,19.12,113.1,0.56,21.34,0.826,32.94,0.363,22.39,15.31,10.21,35.03,8.24,4.99,14.63,8.73,42.11,24.19,0.53,104.25,108.76,19.6
21700039,0,112.26,0.548,26.17,0.704,27.72,0.354,23.38,14.68,13.86,34.4,9.28,5.33,17.51,9.99,37.82,23.49,0.524,109.12,104.63,18.93,112.66,0.573,25.34,0.818,23.5,0.362,24.52,12.01,9.44,30.68,8.82,3.9,15.28,8.91,35.27,23.84,0.534,112.49,108.62,16.83
21700040,0,111.97,0.547,23.72,0.708,32.11,0.353,24.56,15.11,9.23,35.47,7.14,4.51,13.03,7.88,43.45,23.93,0.512,105.63,107.35,18.99,117.81,0.578,24.1,0.779,29.96,0.363,24.63,15.25,8.42,35.61,7.78,6.29,14.31,9.07,42.82,22.82,0.505,107.91,106.11,18.45
21700041,0,107.86,0.538,20.57,0.745,28.22,0.372,23.52,13.45,9.41,32.6,7.99,3.5,14.33,8.44,33.89,22.52,0.529,106.36,106.94,17.83,113.89,0.558,24.24,0.752,29.15,0.378,30.79,17.47,9.39,36.36,8.63,5.13,15.8,9.61,37.19,23.04,0.49,107.45,101.75,19.98
21700042,1,103.91,0.547,17.58,0.776,36.13,0.363,25.04,13.75,5.97,28.77,7.67,3.94,14.37,8.46,36.99,22.63,0.512,105.38,104.9,18.97,102.8,0.563,20.79,0.815,31.19,0.374,22.97,15.4,8.86,33.88,7.96,5.13,14.59,8.2,40.79,23.97,0.525,103.39,107.92,20.02
21700043,0,111.73,0.597,26.15,0.764,40.41,0.369,18.48,12.75,9.4,33.93,8.43,4.86,14.64,8.08,39.87,21.41,0.515,114.55,104.25,18.26,108.5,0.535,27.15,0.802,31.75,0.339,26.14,14.81,6.06,28.39,7.63,4.38,15.2,7.78,31.87,23.54,0.506,102.73,107.26,21.43
21700044,1,105.42,0.58,23.06,0.771,22.54,0.384,22.94,13.48,10.39,35.13,7.64,5.82,13.38,7.9,46.79,20.84,0.524,107.08,108.71,21.73,112.95,0.553,27.55,0.739,31.84,0.372,19.32,12.0,8.64,35.6,6.31,4.09,11.88,7.12,36.79,23.05,0.531,107.81,108.25,16.4
21700045,0,105.6,0.537,17.45,0.783,36.91,0.358,25.23,12.34,6.23,31.13,6.67,2.33,12.04,8.54,31.5,24.08,0.534,103.86,107.33,16.67,122.53,0.605,22.18,0.86,39.2,0.387,32.76,15.75,5.29,31.95,8.16,5.75,14.6,8.63,33.59,21.48,0.507,112.5,105.99,16.09
21700046,1,106.77,0.548,22.51,0.806,22.7,0.353,22.93,13.7,12.09,36.85,8.25,6.66,16.2,8.48,47.2,20.02,0.506,105.96,102.9,16.97,113.5,0.574,22.51,0.808,37.54,0.37,26.25,12.43,7.91,30.17,7.74,5.42,14.86,8.36,36.82,19.36,0.5,112.26,104.15,20.57
21700047,0,112.21,0.566,23.33,0.761,29.73,0.368,27.35,15.28,10.74,32.41,8.15,5.06,15.85,8.92,39.17,22.69,0.536,110.87,108.82,17.86,110.88,0.561,23.85,0.757,25.82,0.386,28.2,15.0,10.16,32.13,8.08,4.45,15.86,7.95,38.27,20.23,0.515,108.0,106.18,20.18
21700048,1,109.51,0.535,23.75,0.762,29.63,0.342,19.02,15.56,9.91,32.28,6.34,4.38,11.33,7.54,37.95,22.32,0.532,101.36,111.23,21.56,102.79,0.535,16.35,0.739,26.94,0.38,23.02,14.04,7.25,28.55,8.06,3.34,14.77,8.35,31.8,26.04,0.549,102.8,110.46,18.42
21700049,1,115.31,0.581,25.13,0.777,33.37,0.372,23.02,13.95,9.29,37.02,6.8,4.03,12.26,7.57,36.29,24.03,0.538,110.44,109.36,18.05,93.06,0.535,17.55,0.761,27.56,0.363,20.27,11.86,9.52,33.37,6.3,3.58,11.68,7.24,44.14,25.11,0.549,101.42,109.24,18.66
21700050,1,111.6,0.544,20.49,0.792,34.93,0.349,20.82,13.88,7.28,33.36,8.62,4.93,15.96,7.49,36.5,17.55,0.525,103.98,108.16,18.02,112.24,0.552,24.52,0.784,36.89,0.36,27.44,15.07,8.77,32.95,6.86,4.61,13.68,8.6,42.62,19.13,0.519,105.46,108.99,19.12
21700051,1,109.25,0.569,20.89,0.77,30.26,0.389,21.85,12.61,9.36,35.78,6.96,5.04,12.28,7.77,42.31,22.62,0.484,106.51,101.69,19.57,113.41,0.554,20.64,0.828,26.03,0.37,19.15,13.07,10.21,33.48,5.96,5.05,11.01,7.29,35.13,24.06,0.527,106.14,108.95,18.35
21700052,0,104.76,0.567,21.06,0.798,22.74,0.36,22.34,11.88,10.32,32.65,8.07,4.37,14.29,8.49,40.57,24.52,0.54,111.43,109.15,19.08,109.22,0.56,19.42,0.786,24.13,0.367,24.58,13.36,9.09,32.89,9.65,3.26,17.41,8.64,34.32,26.09,0.533,107.67,106.05,18.63
21700053,1,111.59,0.554,23.15,0.808,28.91,0.368,20.6,13.44,10.26,34.87,7.68,5.35,13.98,8.88,41.4,18.58,0.503,107.51,104.62,17.94,117.81,0.578,24.1,0.779,29.96,0.363,24.63,15.25,8.42,35.61,7.78,6.29,14.31,9.07,42.82,22.82,0.505,107.91,106.11,18.45
21700054,1,112.49,0.553,27.32,0.79,33.47,0.358,24.19,14.91,9.7,33.26,7.82,3.96,14.25,8.37,32.23,20.52,0.523,108.26,107.76,17.72,101.8,0.574,21.84,0.764,26.32,0.357,22.73,14.34,9.63,36.85,8.85,5.15,15.8,7.99,42.23,22.0,0.504,106.28,101.23,18.7
21700055,1,114.22,0.558,28.45,0.733,29.01,0.377,18.74,11.75,9.39,34.21,6.44,4.37,12.12,7.38,38.12,23.36,0.533,108.25,108.36,16.61,112.21,0.566,23.33,0.761,29.73,0.368,27.35,15.28,10.74,32.41,8.15,5.06,15.85,8.92,39.17,22.69,0.536,110.87,108.82,17.86
21700056,1,106.5,0.527,21.28,0.753,24.19,0.352,23.52,14.0,9.97,34.16,7.84,3.7,14.03,7.84,33.42,21.63,0.546,105.64,106.18,18.48,104.76,0.567,21.06,0.798,22.74,0.36,22.34,11.88,10.32,32.65,8.07,4.37,14.29,8.49,40.57,24.52,0.54,111.43,109.15,19.08
21700057,0,112.33,0.573,24.06,0.766,29.79,0.378,28.69,17.1,10.48,37.3,8.39,5.52,15.78,9.43,40.67,21.74,0.49,107.64,102.16,21.3,113.15,0.594,28.49,0.771,39.57,0.365,21.6,14.51,10.22,34.16,8.16,5.5,13.42,8.87,42.24,21.44,0.512,113.18,104.88,19.21
21700058,1,104.53,0.558,23.18,0.79,36.16,0.365,23.18,12.98,9.04,33.72,6.72,4.75,13.81,8.22,46.37,19.42,0.515,105.43,108.36,19.93,108.57,0.587,23.44,0.784,34.15,0.369,20.64,12.93,9.2,36.86,6.54,3.61,12.53,7.68,35.52,23.86,0.549,110.69,109.22,18.0
21700059,0,103.91,0.547,17.58,0.776,36.13,0.363,25.04,13.75,5.97,28.77,7.67,3.94,14.37,8.46,36.99,22.63,0.512,105.38,104.9,18.97,106.77,0.548,22.51,0.806,22.7,0.353,22.93,13.7,12.09,36.85,8.25,6.66,16.2,8.48,47.2,20.02,0.506,105.96,102.9,16.97
21700060,1,112.26,0.548,26.17,0.704,27.72,0.354,23.38,14.68,13.86,34.4,9.28,5.33,17.51,9.99,37.82,23.49,0.524,109.12,104.63,18.93,109.22,0.56,19.42,0.786,24.13,0.367,24.58,13.36,9.09,32.89,9.65,3.26,17.41,8.64,34.32,26.09,0.533,107.67,106.05,18.63
21700061,1,105.6,0.537,17.45,0.783,36.91,0.358,25.23,12.34,6.23,31.13,6.67,2.33,12.04,8.54,31.5,24.08,0.534,103.86,107.33,16.67,108.5,0.535,27.15,0.802,31.75,0.339,26.14,14.81,6.06,28.39,7.63,4.38,15.2,7.78,31.87,23.54,0.506,102.73,107.26,21.43
21700062,1,109.51,0.535,23.75,0.762,29.63,0.342,19.02,15.56,9.91,32.28,6.34,4.38,11.33,7.54,37.95,22.32,0.532,101.36,111.23,21.56,107.55,0.571,22.02,0.772,29.29,0.361,21.92,14.11,9.19,34.42,8.77,4.92,15.2,7.71,41.27,21.8,0.514,106.32,102.41,18.17
21700063,1,121.28,0.61,22.53,0.85,35.13,0.389,34.79,16.46,6.3,33.97,8.41,6.89,15.27,8.7,37.43,22.44,0.505,113.03,105.87,16.69,112.66,0.566,22.22,0.813,39.15,0.364,27.69,12.07,6.56,30.83,8.03,4.47,15.23,8.64,31.0,19.96,0.506,112.18,104.03,19.7
21700064,1,111.97,0.547,23.72,0.708,32.11,0.353,24.56,15.11,9.23,35.47,7.14,4.51,13.03,7.88,43.45,23.93,0.512,105.63,107.35,18.99,113.74,0.556,24.88,0.764,28.26,0.378,25.43,14.78,9.7,32.59,8.03,4.5,15.54,7.68,38.22,20.12,0.521,107.67,106.46,19.77
21700065,1,95.83,0.531,18.55,0.765,27.48,0.358,21.5,12.54,9.86,32.89,6.27,3.45,11.83,7.14,42.32,24.73,0.541,101.19,109.01,18.17,102.8,0.563,20.79,0.815,31.19,0.374,22.97,15.4,8.86,33.88,7.96,5.13,14.59,8.2,40.79,23.97,0.525,103.39,107.92,20.02
21700066,1,108.5,0.535,27.15,0.802,31.75,0.339,26.14,14.81,6.06,28.39,7.63,4.38,15.2,7.78,31.87,23.54,0.506,102.73,107.26,21.43,107.28,0.543,17.94,0.785,36.1,0.362,25.2,11.92,6.36,31.56,6.7,2.95,12.17,8.44,34.76,24.4,0.536,104.08,107.63,16.58
21700067,0,106.77,0.576,24.23,0.783,19.77,0.36,24.13,13.51,9.86,33.91,7.77,5.65,13.77,8.29,44.39,20.65,0.528,107.86,108.75,21.74,107.1,0.556,20.77,0.763,32.28,0.377,24.68,13.4,8.04,33.06,7.37,4.24,13.61,7.34,37.17,23.25,0.483,106.65,101.38,18.2
21700068,0,111.59,0.554,23.15,0.808,28.91,0.368,20.6,13.44,10.26,34.87,7.68,5.35,13.98,8.88,41.4,18.58,0.503,107.51,104.62,17.94,112.49,0.553,27.32,0.79,33.47,0.358,24.19,14.91,9.7,33.26,7.82,3.96,14.25,8.37,32.23,20.52,0.523,108.26,107.76,17.72
21700069,0,102.79,0.535,16.35,0.739,26.94,0.38,23.02,14.04,7.25,28.55,8.06,3.34,14.77,8.35,31.8,26.04,0.549,102.8,110.46,18.42,102.19,0.564,17.86,0.736,31.37,0.368,24.79,15.11,7.42,30.33,7.41,3.9,13.96,8.98,37.18,21.79,0.519,107.23,106.32,20.76
21700070,0,114.75,0.552,28.39,0.732,28.53,0.371,18.74,11.94,8.81,36.13,6.29,4.46,11.72,6.84,38.55,23.79,0.532,108.41,108.13,15.9,113.01,0.592,26.94,0.754,40.63,0.364,18.61,14.16,10.8,35.0,8.0,5.85,12.63,8.32,43.74,21.88,0.516,112.9,104.83,18.93
21700071,1,111.6,0.544,20.49,0.792,34.93,0.349,20.82,13.88,7.28,33.36,8.62,4.93,15.96,7.49,36.5,17.55,0.525,103.98,108.16,18.02,106.77,0.548,22.51,0.806,22.7,0.353,22.93,13.7,12.09,36.85,8.25,6.66,16.2,8.48,47.2,20.02,0.506,105.96,102.9,16.97
21700072,0,113.1,0.56,21.34,0.826,32.94,0.363,22.39,15.31,10.21,35.03,8.24,4.99,14.63,8.73,42.11,24.19,0.53,104.25,108.76,19.6,112.21,0.566,23.33,0.761,29.73,0.368,27.35,15.28,10.74,32.41,8.15,5.06,15.85,8.92,39.17,22.69,0.536,110.87,108.82,17.86
21700073,1,113.62,0.547,20.54,0.819,25.95,0.361,21.78,14.1,9.93,32.95,6.32,4.96,11.63,7.5,35.95,23.7,0.526,106.17,108.65,18.62,112.24,0.552,24.52,0.784,36.89,0.36,27.44,15.07,8.77,32.95,6.86,4.61,13.68,8.6,42.62,19.13,0.519,105.46,108.99,19.12
21700074,1,112.66,0.573,25.34,0.818,23.5,0.362,24.52,12.01,9.44,30.68,8.82,3.9,15.28,8.91,35.27,23.84,0.534,112.49,108.62,16.83,112.26,0.548,26.17,0.704,27.72,0.354,23.38,14.68,13.86,34.4,9.28,5.33,17.51,9.99,37.82,23.49,0.524,109.12,104.63,18.93
21700075,1,123.48,0.61,22.84,0.863,39.42,0.388,32.58,16.12,6.26,34.55,8.35,5.68,15.42,8.71,36.16,21.77,0.512,113.11,106.36,16.46,110.88,0.561,23.85,0.757,25.82,0.386,28.2,15.0,10.16,32.13,8.08,4.45,15.86,7.95,38.27,20.23,0.515,108.0,106.18,20.18
21700076,0,111.97,0.547,23.72,0.708,32.11,0.353,24.56,15.11,9.23,35.47,7.14,4.51,13.03,7.88,43.45,23.93,0.512,105.63,107.35,18.99,112.66,0.566,22.22,0.813,39.15,0.364,27.69,12.07,6.56,30.83,8.03,4.47,15.23,8.64,31.0,19.96,0.506,112.18,104.03,19.7
21700077,1,117.81,0.578,24.1,0.779,29.96,0.363,24.63,15.25,8.42,35.61,7.78,6.29,14.31,9.07,42.82,22.82,0.505,107.91,106.11,18.45,115.31,0.581,25.13,0.777,33.37,0.372,23.02,13.95,9.29,37.02,6.8,4.03,12.26,7.57,36.29,24.03,0.538,110.44,109.36,18.05
21700078,0,103.91,0.547,17.58,0.776,36.13,0.363,25.04,13.75,5.97,28.77,7.67,3.94,14.37,8.46,36.99,22.63,0.512,105.38,104.9,18.97,107.1,0.556,20.77,0.763,32.28,0.377,24.68,13.4,8.04,33.06,7.37,4.24,13.61,7.34,37.17,23.25,0.483,106.65,101.38,18.2
21700079,0,97.64,0.532,18.33,0.755,26.4,0.358,24.78,13.49,9.22,32.97,7.72,3.57,13.72,7.84,42.01,25.64,0.545,101.84,109.38,19.37,112.26,0.548,26.17,0.704,27.72,0.354,23.38,14.68,13.86,34.4,9.28,5.33,17.51,9.99,37.82,23.49,0.524,109.12,104.63,18.93
21700080,1,108.5,0.535,27.15,0.802,31.75,0.339,26.14,14.81,6.06,28.39,7.63,4.38,15.2,7.78,31.87,23.54,0.506,102.73,107.26,21.43,106.43,0.597,25.52,0.754,35.29,0.365,18.06,12.5,10.91,36.58,9.56,5.02,16.18,8.26,41.5,21.86,0.518,113.79,104.9,19.65
21700081,0,109.6,0.543,19.56,0.793,37.32,0.361,26.53,12.59,5.4,30.46,6.97,2.36,12.67,8.75,30.46,23.71,0.534,104.73,107.61,17.09,107.1,0.562,23.43,0.747,27.69,0.359,28.4,17.4,11.48,38.46,8.64,5.92,16.75,9.85,43.08,22.85,0.488,106.99,102.17,22.96
